"","x"
"838","OG0001851:"
"839","OG0001892:"
"840","OG0001899:"
"841","OG0001971:"
"842","OG0002095:"
"843","OG0002106:"
"844","OG0002161:"
"845","OG0002176:"
"846","OG0000092:"
"847","OG0000221:"
"848","OG0000230:"
"849","OG0000303:"
"850","OG0000318:"
"851","OG0000409:"
"852","OG0000585:"
"853","OG0000623:"
"854","OG0000633:"
"855","OG0000645:"
"856","OG0000660:"
"857","OG0000698:"
"858","OG0000737:"
"859","OG0000815:"
"860","OG0000823:"
"861","OG0000859:"
"862","OG0000978:"
"863","OG0000990:"
"864","OG0001029:"
"865","OG0001106:"
"866","OG0001148:"
"867","OG0001213:"
"868","OG0001224:"
"869","OG0001235:"
"870","OG0001284:"
"871","OG0001445:"
"872","OG0001463:"
"873","OG0001535:"
"874","OG0001574:"
"875","OG0001600:"
"876","OG0001676:"
"877","OG0001819:"
"878","OG0001825:"
"879","OG0001994:"
"880","OG0002063:"
"881","OG0002170:"
"882","OG0000009:"
"883","OG0000075:"
"884","OG0000102:"
"885","OG0000142:"
"886","OG0000147:"
"887","OG0000173:"
"888","OG0000210:"
"889","OG0000234:"
"890","OG0000249:"
"891","OG0000296:"
"892","OG0000300:"
"893","OG0000358:"
"894","OG0000360:"
"895","OG0000435:"
"896","OG0000454:"
"897","OG0000466:"
"898","OG0000468:"
"899","OG0000475:"
"900","OG0000491:"
"901","OG0000499:"
"902","OG0000516:"
"903","OG0000517:"
"904","OG0000598:"
"905","OG0000622:"
"906","OG0000695:"
"907","OG0000699:"
"908","OG0000733:"
"909","OG0000775:"
"910","OG0000776:"
"911","OG0000843:"
"912","OG0000947:"
"913","OG0000948:"
"914","OG0000957:"
"915","OG0000958:"
"916","OG0000992:"
"917","OG0001069:"
"918","OG0001139:"
"919","OG0001146:"
"920","OG0001196:"
"921","OG0001272:"
"922","OG0001300:"
"923","OG0001380:"
"924","OG0001383:"
"925","OG0001428:"
"926","OG0001438:"
"927","OG0001511:"
"928","OG0001546:"
"929","OG0001579:"
"930","OG0001582:"
"931","OG0001628:"
"932","OG0001704:"
"933","OG0001740:"
"934","OG0001763:"
"935","OG0001812:"
"936","OG0001857:"
"937","OG0001865:"
"938","OG0001961:"
"939","OG0001983:"
"940","OG0000008:"
"941","OG0000110:"
"942","OG0000143:"
"943","OG0000163:"
"944","OG0000352:"
"945","OG0000411:"
"946","OG0000413:"
"947","OG0000437:"
"948","OG0000465:"
"949","OG0000549:"
"950","OG0000599:"
"951","OG0000600:"
"952","OG0000697:"
"953","OG0000701:"
"954","OG0000738:"
"955","OG0000780:"
"956","OG0000792:"
"957","OG0000795:"
"958","OG0000809:"
"959","OG0000828:"
"960","OG0000844:"
"961","OG0000846:"
"962","OG0000857:"
"963","OG0000863:"
"964","OG0000866:"
"965","OG0000946:"
"966","OG0000964:"
"967","OG0000998:"
"968","OG0001000:"
"969","OG0001001:"
"970","OG0001002:"
"971","OG0001009:"
"972","OG0001049:"
"973","OG0001058:"
"974","OG0001120:"
"975","OG0001156:"
"976","OG0001158:"
"977","OG0001199:"
"978","OG0001215:"
"979","OG0001217:"
"980","OG0001277:"
"981","OG0001278:"
"982","OG0001368:"
"983","OG0001403:"
"984","OG0001505:"
"985","OG0001520:"
"986","OG0001659:"
"987","OG0001747:"
"988","OG0001813:"
"989","OG0001823:"
"990","OG0001835:"
"991","OG0001919:"
"992","OG0001936:"
"993","OG0001962:"
"994","OG0002012:"
"995","OG0000001:"
"996","OG0000057:"
"997","OG0000139:"
"998","OG0000245:"
"999","OG0000256:"
"1000","OG0000267:"
"1001","OG0000302:"
"1002","OG0000359:"
"1003","OG0000380:"
"1004","OG0000441:"
"1005","OG0000518:"
"1006","OG0000612:"
"1007","OG0000659:"
"1008","OG0000822:"
"1009","OG0000858:"
"1010","OG0000956:"
"1011","OG0000963:"
"1012","OG0000965:"
"1013","OG0000979:"
"1014","OG0000980:"
"1015","OG0000991:"
"1016","OG0000993:"
"1017","OG0000995:"
"1018","OG0001037:"
"1019","OG0001039:"
"1020","OG0001046:"
"1021","OG0001060:"
"1022","OG0001126:"
"1023","OG0001177:"
"1024","OG0001283:"
"1025","OG0001379:"
"1026","OG0001422:"
"1027","OG0001475:"
"1028","OG0001484:"
"1029","OG0001509:"
"1030","OG0001552:"
"1031","OG0001594:"
"1032","OG0001677:"
"1033","OG0001782:"
"1034","OG0001788:"
"1035","OG0001796:"
"1036","OG0001856:"
"1037","OG0001860:"
"1038","OG0001891:"
"1039","OG0002013:"
"1040","OG0000134:"
"1041","OG0000153:"
"1042","OG0000295:"
"1043","OG0000354:"
"1044","OG0000373:"
"1045","OG0000408:"
"1046","OG0000410:"
"1047","OG0000440:"
"1048","OG0000631:"
"1049","OG0000632:"
"1050","OG0000644:"
"1051","OG0000648:"
"1052","OG0000674:"
"1053","OG0000721:"
"1054","OG0000779:"
"1055","OG0000849:"
"1056","OG0000850:"
"1057","OG0000882:"
"1058","OG0000937:"
"1059","OG0000953:"
"1060","OG0000955:"
"1061","OG0000962:"
"1062","OG0000971:"
"1063","OG0001030:"
"1064","OG0001051:"
"1065","OG0001065:"
"1066","OG0001115:"
"1067","OG0001154:"
"1068","OG0001155:"
"1069","OG0001165:"
"1070","OG0001170:"
"1071","OG0001173:"
"1072","OG0001184:"
"1073","OG0001223:"
"1074","OG0001256:"
"1075","OG0001275:"
"1076","OG0001292:"
"1077","OG0001299:"
"1078","OG0001392:"
"1079","OG0001413:"
"1080","OG0001434:"
"1081","OG0001731:"
"1082","OG0001746:"
"1083","OG0001795:"
"1084","OG0001799:"
"1085","OG0001801:"
"1086","OG0001834:"
"1087","OG0001861:"
"1088","OG0001900:"
"1089","OG0001901:"
"1090","OG0000026:"
"1091","OG0000035:"
"1092","OG0000155:"
"1093","OG0000156:"
"1094","OG0000202:"
"1095","OG0000243:"
"1096","OG0000304:"
"1097","OG0000312:"
"1098","OG0000364:"
"1099","OG0000489:"
"1100","OG0000498:"
"1101","OG0000555:"
"1102","OG0000569:"
"1103","OG0000657:"
"1104","OG0000658:"
"1105","OG0000672:"
"1106","OG0000673:"
"1107","OG0000740:"
"1108","OG0000765:"
"1109","OG0000905:"
"1110","OG0000930:"
"1111","OG0000954:"
"1112","OG0000960:"
"1113","OG0001169:"
"1114","OG0001216:"
"1115","OG0001249:"
"1116","OG0001254:"
"1117","OG0001319:"
"1118","OG0001444:"
"1119","OG0001487:"
"1120","OG0001578:"
"1121","OG0001781:"
"1122","OG0001828:"
"1123","OG0001855:"
"1124","OG0001862:"
"1125","OG0000133:"
"1126","OG0000167:"
"1127","OG0000206:"
"1128","OG0000214:"
"1129","OG0000317:"
"1130","OG0000417:"
"1131","OG0000494:"
"1132","OG0000522:"
"1133","OG0000553:"
"1134","OG0000568:"
"1135","OG0000570:"
"1136","OG0000650:"
"1137","OG0000687:"
"1138","OG0000723:"
"1139","OG0000801:"
"1140","OG0000811:"
"1141","OG0000829:"
"1142","OG0000845:"
"1143","OG0000883:"
"1144","OG0001045:"
"1145","OG0001054:"
"1146","OG0001081:"
"1147","OG0001301:"
"1148","OG0001350:"
"1149","OG0001395:"
"1150","OG0001405:"
"1151","OG0001491:"
"1152","OG0001518:"
"1153","OG0001547:"
"1154","OG0001558:"
"1155","OG0001635:"
"1156","OG0001641:"
"1157","OG0001689:"
"1158","OG0001751:"
"1159","OG0001890:"
"1160","OG0000040:"
"1161","OG0000131:"
"1162","OG0000207:"
"1163","OG0000224:"
"1164","OG0000363:"
"1165","OG0000378:"
"1166","OG0000379:"
"1167","OG0000449:"
"1168","OG0000490:"
"1169","OG0000508:"
"1170","OG0000514:"
"1171","OG0000567:"
"1172","OG0000578:"
"1173","OG0000642:"
"1174","OG0000643:"
"1175","OG0000791:"
"1176","OG0000881:"
"1177","OG0000941:"
"1178","OG0001031:"
"1179","OG0001050:"
"1180","OG0001052:"
"1181","OG0001162:"
"1182","OG0001206:"
"1183","OG0001247:"
"1184","OG0001252:"
"1185","OG0001253:"
"1186","OG0001295:"
"1187","OG0001310:"
"1188","OG0001330:"
"1189","OG0001387:"
"1190","OG0001451:"
"1191","OG0001453:"
"1192","OG0001467:"
"1193","OG0001497:"
"1194","OG0001508:"
"1195","OG0001559:"
"1196","OG0001694:"
"1197","OG0001737:"
"1198","OG0001748:"
"1199","OG0001831:"
"1200","OG0000065:"
"1201","OG0000154:"
"1202","OG0000157:"
"1203","OG0000165:"
"1204","OG0000244:"
"1205","OG0000265:"
"1206","OG0000276:"
"1207","OG0000327:"
"1208","OG0000334:"
"1209","OG0000381:"
"1210","OG0000382:"
"1211","OG0000442:"
"1212","OG0000507:"
"1213","OG0000609:"
"1214","OG0000649:"
"1215","OG0000787:"
"1216","OG0000788:"
"1217","OG0000800:"
"1218","OG0000938:"
"1219","OG0001018:"
"1220","OG0001127:"
"1221","OG0001142:"
"1222","OG0001143:"
"1223","OG0001207:"
"1224","OG0001298:"
"1225","OG0001325:"
"1226","OG0001386:"
"1227","OG0001404:"
"1228","OG0001411:"
"1229","OG0001417:"
"1230","OG0001441:"
"1231","OG0001459:"
"1232","OG0001474:"
"1233","OG0001537:"
"1234","OG0001571:"
"1235","OG0001649:"
"1236","OG0001755:"
"1237","OG0001833:"
"1238","OG0000106:"
