"","x"
"764","OG0000512:"
"765","OG0000514:"
"766","OG0000515:"
"767","OG0000518:"
"768","OG0000528:"
"769","OG0000530:"
"770","OG0000554:"
"771","OG0000556:"
"772","OG0000598:"
"773","OG0000601:"
"774","OG0000609:"
"775","OG0000621:"
"776","OG0000622:"
"777","OG0000624:"
"778","OG0000625:"
"779","OG0000631:"
"780","OG0000634:"
"781","OG0000644:"
"782","OG0000668:"
"783","OG0000707:"
"784","OG0000711:"
"785","OG0000716:"
"786","OG0000720:"
"787","OG0000729:"
"788","OG0000734:"
"789","OG0000798:"
"790","OG0000811:"
"791","OG0000930:"
"792","OG0000961:"
"793","OG0000968:"
"794","OG0000973:"
"795","OG0000977:"
"796","OG0001025:"
"797","OG0001122:"
"798","OG0001155:"
"799","OG0001178:"
"800","OG0001189:"
"801","OG0001190:"
"802","OG0001253:"
"803","OG0001260:"
"804","OG0001262:"
"805","OG0001264:"
"806","OG0001265:"
"807","OG0001278:"
"808","OG0001286:"
"809","OG0001317:"
"810","OG0001322:"
"811","OG0001326:"
"812","OG0001331:"
"813","OG0001342:"
"814","OG0001349:"
"815","OG0001350:"
"816","OG0001394:"
"817","OG0001417:"
"818","OG0001429:"
"819","OG0001465:"
"820","OG0001474:"
"821","OG0001497:"
"822","OG0001504:"
"823","OG0001571:"
"824","OG0001614:"
"825","OG0001631:"
"826","OG0001675:"
"827","OG0001677:"
"828","OG0001685:"
"829","OG0001686:"
"830","OG0001713:"
"831","OG0001750:"
"832","OG0001796:"
"833","OG0001818:"
"834","OG0001909:"
"835","OG0001921:"
"836","OG0001968:"
"837","OG0001972:"
"838","OG0002005:"
"839","OG0002007:"
"840","OG0002015:"
"841","OG0002023:"
"842","OG0002052:"
"843","OG0002060:"
"844","OG0002111:"
"845","OG0002113:"
"846","OG0002144:"
"847","OG0002148:"
"848","OG0002245:"
"849","OG0002246:"
"850","OG0002248:"
"851","OG0002251:"
"852","OG0002252:"
"853","OG0002256:"
"854","OG0002257:"
"855","OG0002262:"
"856","OG0002534:"
"857","OG0000048:"
"858","OG0000093:"
"859","OG0000131:"
"860","OG0000147:"
"861","OG0000225:"
"862","OG0000230:"
"863","OG0000277:"
"864","OG0000327:"
"865","OG0000337:"
"866","OG0000346:"
"867","OG0000351:"
"868","OG0000374:"
"869","OG0000375:"
"870","OG0000390:"
"871","OG0000414:"
"872","OG0000421:"
"873","OG0000444:"
"874","OG0000455:"
"875","OG0000458:"
"876","OG0000510:"
"877","OG0000513:"
"878","OG0000516:"
"879","OG0000517:"
"880","OG0000519:"
"881","OG0000534:"
"882","OG0000547:"
"883","OG0000597:"
"884","OG0000602:"
"885","OG0000623:"
"886","OG0000641:"
"887","OG0000664:"
"888","OG0000730:"
"889","OG0000731:"
"890","OG0000735:"
"891","OG0000739:"
"892","OG0000750:"
"893","OG0000777:"
"894","OG0000812:"
"895","OG0000822:"
"896","OG0000837:"
"897","OG0000841:"
"898","OG0000843:"
"899","OG0000872:"
"900","OG0000927:"
"901","OG0000937:"
"902","OG0000950:"
"903","OG0000972:"
"904","OG0001057:"
"905","OG0001070:"
"906","OG0001072:"
"907","OG0001093:"
"908","OG0001112:"
"909","OG0001119:"
"910","OG0001158:"
"911","OG0001182:"
"912","OG0001205:"
"913","OG0001213:"
"914","OG0001257:"
"915","OG0001306:"
"916","OG0001319:"
"917","OG0001320:"
"918","OG0001321:"
"919","OG0001354:"
"920","OG0001511:"
"921","OG0001529:"
"922","OG0001541:"
"923","OG0001617:"
"924","OG0001620:"
"925","OG0001623:"
"926","OG0001653:"
"927","OG0001670:"
"928","OG0001694:"
"929","OG0001738:"
"930","OG0001794:"
"931","OG0001804:"
"932","OG0001806:"
"933","OG0001834:"
"934","OG0001865:"
"935","OG0001870:"
"936","OG0001907:"
"937","OG0001913:"
"938","OG0001920:"
"939","OG0001951:"
"940","OG0001987:"
"941","OG0001997:"
"942","OG0002009:"
"943","OG0002059:"
"944","OG0002110:"
"945","OG0002153:"
"946","OG0002163:"
"947","OG0002167:"
"948","OG0002186:"
"949","OG0002188:"
"950","OG0002206:"
"951","OG0000094:"
"952","OG0000096:"
"953","OG0000099:"
"954","OG0000143:"
"955","OG0000164:"
"956","OG0000187:"
"957","OG0000207:"
"958","OG0000229:"
"959","OG0000293:"
"960","OG0000294:"
"961","OG0000300:"
"962","OG0000328:"
"963","OG0000338:"
"964","OG0000348:"
"965","OG0000357:"
"966","OG0000360:"
"967","OG0000378:"
"968","OG0000404:"
"969","OG0000418:"
"970","OG0000446:"
"971","OG0000453:"
"972","OG0000459:"
"973","OG0000482:"
"974","OG0000488:"
"975","OG0000527:"
"976","OG0000532:"
"977","OG0000537:"
"978","OG0000545:"
"979","OG0000550:"
"980","OG0000574:"
"981","OG0000596:"
"982","OG0000632:"
"983","OG0000638:"
"984","OG0000646:"
"985","OG0000650:"
"986","OG0000662:"
"987","OG0000732:"
"988","OG0000758:"
"989","OG0000769:"
"990","OG0000790:"
"991","OG0000816:"
"992","OG0000842:"
"993","OG0000866:"
"994","OG0000933:"
"995","OG0000935:"
"996","OG0000936:"
"997","OG0001059:"
"998","OG0001073:"
"999","OG0001091:"
"1000","OG0001095:"
"1001","OG0001117:"
"1002","OG0001123:"
"1003","OG0001127:"
"1004","OG0001148:"
"1005","OG0001167:"
"1006","OG0001168:"
"1007","OG0001176:"
"1008","OG0001197:"
"1009","OG0001258:"
"1010","OG0001348:"
"1011","OG0001387:"
"1012","OG0001402:"
"1013","OG0001496:"
"1014","OG0001510:"
"1015","OG0001513:"
"1016","OG0001524:"
"1017","OG0001563:"
"1018","OG0001565:"
"1019","OG0001569:"
"1020","OG0001574:"
"1021","OG0001599:"
"1022","OG0001612:"
"1023","OG0001637:"
"1024","OG0001644:"
"1025","OG0001658:"
"1026","OG0001660:"
"1027","OG0001681:"
"1028","OG0001695:"
"1029","OG0001698:"
"1030","OG0001730:"
"1031","OG0001766:"
"1032","OG0001812:"
"1033","OG0001853:"
"1034","OG0001885:"
"1035","OG0001894:"
"1036","OG0001927:"
"1037","OG0001943:"
"1038","OG0001950:"
"1039","OG0001965:"
"1040","OG0001967:"
"1041","OG0001983:"
"1042","OG0002050:"
"1043","OG0002082:"
"1044","OG0002151:"
"1045","OG0002200:"
"1046","OG0002242:"
"1047","OG0002247:"
"1048","OG0002260:"
"1049","OG0002261:"
"1050","OG0000067:"
"1051","OG0000071:"
"1052","OG0000084:"
"1053","OG0000157:"
"1054","OG0000193:"
"1055","OG0000201:"
"1056","OG0000214:"
"1057","OG0000234:"
"1058","OG0000258:"
"1059","OG0000270:"
"1060","OG0000280:"
"1061","OG0000289:"
"1062","OG0000342:"
"1063","OG0000343:"
"1064","OG0000350:"
"1065","OG0000382:"
"1066","OG0000422:"
"1067","OG0000430:"
"1068","OG0000447:"
"1069","OG0000457:"
"1070","OG0000462:"
"1071","OG0000492:"
"1072","OG0000546:"
"1073","OG0000551:"
"1074","OG0000552:"
"1075","OG0000553:"
"1076","OG0000559:"
"1077","OG0000582:"
"1078","OG0000589:"
"1079","OG0000649:"
"1080","OG0000652:"
"1081","OG0000663:"
"1082","OG0000733:"
"1083","OG0000748:"
"1084","OG0000780:"
"1085","OG0000805:"
"1086","OG0000817:"
"1087","OG0000821:"
"1088","OG0000823:"
"1089","OG0000824:"
"1090","OG0000826:"
"1091","OG0000849:"
"1092","OG0000918:"
"1093","OG0000945:"
"1094","OG0000958:"
"1095","OG0001061:"
"1096","OG0001066:"
"1097","OG0001088:"
"1098","OG0001089:"
"1099","OG0001118:"
"1100","OG0001134:"
"1101","OG0001159:"
"1102","OG0001180:"
"1103","OG0001181:"
"1104","OG0001272:"
"1105","OG0001298:"
"1106","OG0001310:"
"1107","OG0001347:"
"1108","OG0001430:"
"1109","OG0001445:"
"1110","OG0001458:"
"1111","OG0001472:"
"1112","OG0001512:"
"1113","OG0001521:"
"1114","OG0001527:"
"1115","OG0001570:"
"1116","OG0001572:"
"1117","OG0001573:"
"1118","OG0001608:"
"1119","OG0001672:"
"1120","OG0001815:"
"1121","OG0001910:"
"1122","OG0001914:"
"1123","OG0001918:"
"1124","OG0001919:"
"1125","OG0001922:"
"1126","OG0001959:"
"1127","OG0002003:"
"1128","OG0002006:"
"1129","OG0002008:"
"1130","OG0002038:"
"1131","OG0002062:"
"1132","OG0002063:"
"1133","OG0002093:"
"1134","OG0002147:"
"1135","OG0002150:"
"1136","OG0000037:"
"1137","OG0000057:"
"1138","OG0000101:"
"1139","OG0000192:"
"1140","OG0000274:"
"1141","OG0000281:"
"1142","OG0000291:"
"1143","OG0000302:"
"1144","OG0000303:"
"1145","OG0000344:"
"1146","OG0000363:"
"1147","OG0000377:"
"1148","OG0000424:"
"1149","OG0000436:"
"1150","OG0000461:"
"1151","OG0000572:"
"1152","OG0000573:"
"1153","OG0000608:"
"1154","OG0000629:"
"1155","OG0000648:"
"1156","OG0000686:"
"1157","OG0000699:"
"1158","OG0000749:"
"1159","OG0000762:"
"1160","OG0000782:"
"1161","OG0000845:"
"1162","OG0000934:"
"1163","OG0001019:"
"1164","OG0001067:"
"1165","OG0001068:"
"1166","OG0001085:"
"1167","OG0001086:"
"1168","OG0001120:"
"1169","OG0001121:"
"1170","OG0001125:"
"1171","OG0001146:"
"1172","OG0001149:"
"1173","OG0001179:"
"1174","OG0001334:"
"1175","OG0001339:"
"1176","OG0001397:"
"1177","OG0001433:"
"1178","OG0001486:"
"1179","OG0001508:"
"1180","OG0001523:"
"1181","OG0001528:"
"1182","OG0001649:"
"1183","OG0001651:"
"1184","OG0001661:"
"1185","OG0001704:"
"1186","OG0001718:"
"1187","OG0001722:"
"1188","OG0001726:"
"1189","OG0001744:"
"1190","OG0001820:"
"1191","OG0001899:"
"1192","OG0001911:"
"1193","OG0001917:"
"1194","OG0001936:"
"1195","OG0001960:"
"1196","OG0001961:"
"1197","OG0001988:"
"1198","OG0001990:"
"1199","OG0002000:"
"1200","OG0002011:"
"1201","OG0002013:"
"1202","OG0002053:"
"1203","OG0000017:"
"1204","OG0000031:"
"1205","OG0000070:"
"1206","OG0000110:"
"1207","OG0000152:"
"1208","OG0000184:"
"1209","OG0000188:"
"1210","OG0000195:"
"1211","OG0000196:"
"1212","OG0000205:"
"1213","OG0000210:"
"1214","OG0000227:"
"1215","OG0000261:"
"1216","OG0000283:"
"1217","OG0000292:"
"1218","OG0000384:"
"1219","OG0000426:"
"1220","OG0000429:"
"1221","OG0000431:"
"1222","OG0000445:"
"1223","OG0000540:"
"1224","OG0000571:"
"1225","OG0000575:"
"1226","OG0000577:"
"1227","OG0000580:"
"1228","OG0000637:"
"1229","OG0000651:"
"1230","OG0000677:"
"1231","OG0000682:"
"1232","OG0000701:"
"1233","OG0000736:"
"1234","OG0000747:"
"1235","OG0000754:"
"1236","OG0000755:"
"1237","OG0000779:"
"1238","OG0000783:"
"1239","OG0000808:"
"1240","OG0000825:"
"1241","OG0000867:"
"1242","OG0000919:"
"1243","OG0000944:"
"1244","OG0000980:"
"1245","OG0000996:"
"1246","OG0001021:"
"1247","OG0001064:"
